ID,Accession,Target,TargetID,Experiment,Literature,Tissue
hsa-miR-34a-5p,MIMAT0000255,ATG4A,115201,Flow//Immunofluorescence//In situ hybridization//qRT-PCR//Western blot//HITS-CLIP,26313360|34031238|24389009|30455455|27150721,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,ATG4B,23192,Flow//Immunofluorescence//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot//HITS-CLIP//PAR-CLIP//Biotin-Microarrays,26313360|26499184|24038734|26701625|27150721|24906430|33406413|24389009|30455455|27292025|22102825|26061048,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,ATG4C,84938,Flow//Immunofluorescence//In situ hybridization//qRT-PCR//Western blot//PAR-CLIP//HITS-CLIP,26313360|26701625|24389009|27150721,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,ATG4D,84971,Flow//Immunofluorescence//In situ hybridization//qRT-PCR//Western blot//PAR-CLIP//Biotin-Microarrays//HITS-CLIP,26313360|26701625|22102825|24906430|27150721|27292025|23313552|23592263,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,ATG5,9474,Flow//Immunofluorescence//In situ hybridization//qRT-PCR//Western blot//PAR-CLIP//HITS-CLIP,26313360|26701625|24389009|23592263|22100165|22291592|24668909,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,ATG7,10533,Flow//Immunofluorescence//In situ hybridization//qRT-PCR//Western blot//HITS-CLIP//Biotin-Microarrays,26313360|24389009|22102825|22927820|27150721|24906430|26061048|34031238|35269913,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,ATP5S,27109,Luciferase reporter assay//qRT-PCR//Western blot,26385595,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,ATP6V1E1,529,PAR-CLIP//HITS-CLIP//Chimeric fragments,27292025|26701625|24038734|22927820|27418678|35269913|23592263|24389009|27150721|26061048|24906430|24857550|24668909,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,ATXN1L,342371,PAR-CLIP//HITS-CLIP,23592263|22927820|26061048|24906430|26701625|35269913|27150721|24374217|24389009|24038734|23313552|23024010|33406413|27418678|27292025|34031238|30455455|24668909,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,ATXN2L,11273,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC//Biotin-Microarrays//Other,21566225|24389009|24038734|34031238|30455455|27292025|24668909|22102825|24906430|22291592|26061048|26701625|23592263|22927820|27418678|26602609|22100165|27150721|18803879,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,AXIN2,8313,Luciferase reporter assay//HITS-CLIP//Biotin-Microarrays//Other,19336450|35269913|24389009|22102825|30455455|34031238,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,AXL,558,ChIP-seq//Luciferase reporter assay//Microarray//Proteomics//qRT-PCR//Reporter assay//Western blot//Reporter assay;Proteomics//qCLASH//HITS-CLIP//Biotin-Microarrays//PAR-CLIP//Biotin-qPCR//qPCR//Luciferase Reporter Assay//Microarrays//R-Seq//Western Blot//pSILAC,21814748|21566225|26667302|26287733|29386283|26061048|34031238|24038734|22102825|27292025|22012620|35269913|22291592|24389009|27418678|23592263|17540599|30670076|30742093|23313552|26701625,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,B4GALT3,8703,Sequencing//HITS-CLIP//PAR-CLIP//Biotin-Microarrays//R-Seq,20371350|23313552|26701625|27292025|26962949|34031238|22102825|33406413|24668909|30670076|26061048|23592263|24038734|27418678|24906430|24389009|27150721,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,B4GALT5,9334,Microarray//qRT-PCR//HITS-CLIP//PAR-CLIP,22815788|26061048|26701625|30455455|23313552|27292025|24668909|23592263|35269913|30742093|24389009|27150721|24038734|24374217|24906430|33406413|27418678,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BAG1,573,PCR array//HITS-CLIP//PAR-CLIP,28097098|24038734|27150721|23592263|22100165|22291592|26061048|24906430|35269913|24389009|27292025|26701625,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BAG3,9531,PCR array//PAR-CLIP//HITS-CLIP,28097098|27292025|24389009|26701625|27150721|25768906|26061048|34031238,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BAG6,7917,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC,21566225|27150721|34031238|33406413|24906430|30455455|26701625|24389009|22927820|26061048|24668909|23592263|30742093|27418678|27292025|24038734,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BAK1,578,PCR array//PAR-CLIP//HITS-CLIP,28097098|27292025|22927820|26701625|24906430|24389009|24038734,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BAX,581,Luciferase reporter assay//Western blot//PAR-CLIP//HITS-CLIP,27610823|22291592|26701625|22100165|23592263|24389009|23313552,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BAZ2A,11176,PAR-CLIP//HITS-CLIP//Biotin-Microarrays//Microarrays,23592263|26061048|26701625|24398324|22100165|24906430|24038734|28735896|22102825|22927820|22291592|27150721|22012620|27418678|27292025|33406413|23446348|35269913|24668909|24389009|34031238|23313552|31101765|30455455,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BCL10,8915,PCR array//PAR-CLIP//HITS-CLIP//Microarrays,28097098|22012620|24389009|22291592|23313552|24038734|22100165|26701625|26061048|24374217|17540599,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BCL2,596,Flow//Immunoblot//Luciferase reporter assay//Microarray//Proteomics//qRT-PCR//QRTPCR//Reporter assay//Western blot//Reporter assay;Other//Other//Reporter assay;Western blot;qRT-PCR;Other//HITS-CLIP//PAR-CLIP//Luciferase Reporter Assay//Western Blot//qPCR,18803879|19683563|18505919|19461653|17914404|17656095|20598588|21399894|21566225|24565525|23862748|23292172|26802970|27939626|26406332|25910896|24906430|30455455|22291592|24389009|27150721|26061048|22100165|20130964|20433755|33773546|18834855|17540599|32161722,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BCL2A1,597,PCR array,28097098,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BCL2L1,598,PCR array//PAR-CLIP//HITS-CLIP,28097098|26701625|26061048|24389009|27150721|27292025|23024010|35269913,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BCL2L11,10018,PCR array//HITS-CLIP//PAR-CLIP,28097098|34031238|23592263|24906430|22927820|26061048|26701625|22100165|24389009|26602609|26962949|24668909|23313552|27292025|27150721,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BCL2L13,23786,PAR-CLIP//Sequencing//HITS-CLIP//Biotin-Microarrays,20371350|23446348|24389009|22100165|22102825|27418678|26701625|27150721|22291592|24038734|34031238|23592263|24398324|24668909|24906430|35269913,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BCLAF1,9774,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC,21566225|27150721|24389009|24906430|30455455|23592263,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BECN1,8678,Flow//Immunofluorescence//In situ hybridization//qRT-PCR//Western blot//PAR-CLIP//HITS-CLIP,26313360|26701625|27150721|30455455|24389009|26061048,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BFAR,51283,PCR array//HITS-CLIP//PAR-CLIP,28097098|24906430|27150721|24668909|24389009|30455455|26061048|26701625|23313552|24038734|22927820|34031238|35269913|22291592|26602609|33406413,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BIK,638,PCR array//HITS-CLIP,28097098|35269913|24906430,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BIRC2,329,PCR array//PAR-CLIP//HITS-CLIP//Microarrays,28097098|26701625|24389009|27292025|24374217|17540599|26061048|30455455|27150721|30742093|24038734,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BIRC3,330,Microarray//Northern blot//PAR-CLIP//HITS-CLIP//Microarrays//Other,17540599|22291592|24038734|26701625|26061048|33406413|35269913|22100165,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BIRC5,332,Flow//Immunohistochemistry//Luciferase reporter assay//Microarray//PCR array//qRT-PCR//Western blot//HITS-CLIP//PAR-CLIP//Microarrays,23264087|24068565|25436980|26318298|28097098|24906430|26061048|23024010|23446348|26701625|22100165|27150721|24668909|22102825|24038734,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BIRC6,57448,CLASH//PCR array//HITS-CLIP//PAR-CLIP,23622248|28097098|24906430|30455455|34031238|26061048|35269913|24389009|26701625|26962949|24038734|23313552|27292025|27150721|26602609|22291592|22927820|33406413|22100165|24374217|24668909|24398324|30742093|27418678|23024010,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BMP3,651,PAR-CLIP,21572407,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BMP7,655,Western blot//HITS-CLIP//Biotin-Microarrays,23226240|24906430|24389009|27150721|30455455|22102825,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BNIP2,663,PCR array//HITS-CLIP//PAR-CLIP,28097098|24906430|23446348|22100165|22927820|23313552|24398324|24374217|27150721|24038734|24668909|31101765|26061048|35269913|21572407|22291592|34031238|24389009|23592263|26701625|27292025|27418678|22012620,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BNIP3,664,PCR array//HITS-CLIP,28097098|24038734|35269913|24906430|24389009|26061048,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BRCA1,672,Next Generation Sequencing (NGS)//qRT-PCR//HITS-CLIP//Microarrays,26403328|27150721|30742093|24389009|26061048|23313552|22102825,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,BTF3L4,91408,Proteomics//PAR-CLIP//HITS-CLIP//pSILAC,21566225|24668909|27150721|26701625|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,C12orf5,57103,Proteomics,21566225,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,C18orf32,497661,PAR-CLIP,22012620,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CACNB3,784,Immunocytochemistry//Luciferase reporter assay//Western blot//PAR-CLIP//Biotin-Microarrays,25623948|26701625|22102825,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CAD,790,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC,21566225|30455455|35269913|26701625|24906430|26061048|24038734|33406413|22927820|27150721|27292025|24389009|34031238,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CALD1,800,Proteomics//HITS-CLIP//pSILAC,21566225|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CAMTA1,23261,Sequencing//HITS-CLIP//PAR-CLIP,20371350|24389009|30455455|27418678|24038734|22291592|27150721|24906430|27292025|35269913|34031238|26701625|33718276|33406413|22473208|21572407,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CAPG,822,Proteomics//pSILAC//Microarrays//HITS-CLIP,21566225|17540599|26061048|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CAPN1,823,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC,21566225|24389009|26701625|27150721|26061048|27292025|24906430|24038734|25768906,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CAPRIN1,4076,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC,21566225|26061048|22100165|24389009|24906430|24668909|35269913|30455455|24038734|24374217|27150721|23592263|26701625|22291592|34031238|27418678|22012620|23313552|22927820,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CAPZB,832,Proteomics//pSILAC//HITS-CLIP//PAR-CLIP,21566225|26061048|24906430|24389009|24038734|27150721|20371350|26701625|23313552|23592263,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CARF,79800,Proteomics//HITS-CLIP,21566225|24906430|24038734|34031238|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CASP1,834,PCR array,28097098,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CASP10,843,PCR array,28097098,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CASP14,23581,PCR array,28097098,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CASP3,836,PCR array//HITS-CLIP//PAR-CLIP,28097098|26061048|26701625|24389009|24668909,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CASP6,839,PCR array//HITS-CLIP//Biotin-Microarrays,28097098|24906430|26061048|22102825|33406413|22927820|34031238,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CASP7,840,PCR array//PAR-CLIP,28097098|22100165|26701625|27292025|23592263,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CASP8,841,PCR array//PAR-CLIP,28097098|22100165|24668909|22291592,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CASP9,842,PCR array//HITS-CLIP//Biotin-Microarrays//PAR-CLIP,28097098|27418678|22102825|23592263|34031238,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CBX3,11335,PAR-CLIP//HITS-CLIP,21572407|22100165|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CCL22,6367,Luciferase reporter assay//PAR-CLIP,22975373|23592263|22291592,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CCND1,595,Luciferase reporter assay//qRT-PCR//Reporter assay//Sequencing//Western blot//HITS-CLIP//PAR-CLIP//Biotin-Microarrays//Western Blot//qPCR//R-Seq//Other,18406353|19461653|20309880|20371350|27220728|24038734|27292025|24906430|26061048|23446348|22102825|24866595|24389009|23313552|27418678|25768906|35269913|27150721|26962949|33406413|26701625|24374217|23592263|22291592|26226348|30670076|33748099|18834855|21399894,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CCND3,896,Western blot//Other//qPCR//Luciferase Reporter Assay//HITS-CLIP//PAR-CLIP//R-Seq//Biotin-Microarrays//Biotin-qPCR,18406353|24866595|22102825|23313552|26061048|24038734|26701625|33406413|30670076|34031238,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CCNE2,9134,Luciferase reporter assay//Microarray//PAR-CLIP//Western blot//Other//qrt-pcr//HITS-CLIP//Luciferase Reporter Assay//Biotin-Microarrays//Microarrays,19461653|17914404|23446348|24906430|26061048|27150721|23592263|24668909|22102825|35269913|21602795|19815577|20130964|33614246,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CCNL1,57018,Proteomics//PAR-CLIP//HITS-CLIP//pSILAC,21566225|22291592|24038734|24668909|27150721,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CCT3,7203,CLASH//PAR-CLIP//HITS-CLIP,23622248|26701625|24038734|23592263|27150721|24906430|35269913|26061048|34031238|24668909|22100165|26602609|30742093|22291592|33406413|23313552|31101765|27292025|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CD24,100133941,Immunoblot//Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//HITS-CLIP//Microarrays,23533633|24906430|27150721|30455455|24389009|17540599,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CD27,939,PCR array,28097098,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CD40,958,PCR array//PAR-CLIP//HITS-CLIP//Biotin-Microarrays,28097098|27292025|26061048|34031238|22102825,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CD40LG,959,PCR array,28097098,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CD44,960,Flow//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Reporter assay//Western blot//HITS-CLIP//PAR-CLIP//Luciferase Reporter Assay//Western Blot//R-Seq//Reporter assay;Other,21240262|24423412|25572695|27497057|26231042|25551284|24374217|27292025|26061048|24866595|24389009|27150721|30670076,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CD70,970,PCR array//PAR-CLIP,28097098|24668909,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CDAN1,146059,CLASH//Biotin-Microarrays//HITS-CLIP//PAR-CLIP,23622248|22102825|24389009|34031238|33406413|26701625|24906430|27292025,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CDC20,991,CLASH//Proteomics//Microarrays//PAR-CLIP//HITS-CLIP//pSILAC,21566225|23622248|19584398|26701625|26061048|23592263|27150721|27292025|24906430,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CDC23,8697,Proteomics//HITS-CLIP//PAR-CLIP//Biotin-Microarrays//pSILAC//Microarrays//R-Seq,21566225|24389009|35269913|24906430|34031238|22100165|22291592|22102825|27150721|26602609|22012620|26061048|24668909|30670076|23313552,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CDC25A,993,Western blot//HITS-CLIP//Microarrays//PAR-CLIP//Biotin-Microarrays//R-Seq//Other,18406353|24906430|19584398|23313552|26061048|27150721|22291592|22100165|22102825|21602795|34031238|26701625|24668909|30670076,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CDC25C,995,Microarray//HITS-CLIP//PAR-CLIP//Other,19461653|24038734|26701625|33406413,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CDC5L,988,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC//Biotin-Microarrays,21566225|24389009|24906430|23446348|26061048|22102825|26701625|23592263|27150721|22012620,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CDK4,1019,Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Other//rna-seq//PAR-CLIP//qPCR//Microarrays//Biotin-qPCR//Biotin-Microarrays//R-Seq//Western Blot//Luciferase Reporter Assay//HITS-CLIP,19461653|17914404|21240262|21128241|24504520|26701625|22102825|23592263|19584398|22012620|30670076|24668909|27292025|27150721|33748099|19815577|20130964,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CDK6,1021,Luciferase reporter assay//Microarray//PAR-CLIP//qRT-PCR//Reporter assay//Western blot//Other//Western blot;Other//Western Blot//qPCR//HITS-CLIP//Microarrays//Biotin-qPCR//Luciferase Reporter Assay//Biotin-Microarrays//R-Seq,18406353|19461653|19584398|17914404|19773441|21240262|23035210|23592263|24866595|27292025|23313552|22291592|33406413|24389009|22102825|34031238|26701625|22473208|22100165|22927820|35269913|23446348|26061048|26962949|24038734|20371350|30455455|21572407|24906430|24668909|30670076|32161722|18834855|20130964,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CDKN1B,1027,PAR-CLIP//Microarrays,23446348|22100165|24668909|17540599|27292025|26701625,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CDKN2A,1029,Western blot//Biotin-Microarrays//HITS-CLIP,21128241|22102825|24038734|34031238|26962949,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CDKN2AIP,55602,Proteomics//PAR-CLIP//HITS-CLIP//pSILAC,21566225|24668909|26962949|24906430|22012620|26701625|24374217,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CDKN2C,1031,qRT-PCR//Reporter assay//Reporter assay;qRT-PCR//HITS-CLIP//Luciferase Reporter Assay//qPCR//Microarrays,21128241|24389009|26061048|34031238|22102825,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CDON,50937,Sequencing//HITS-CLIP//PAR-CLIP//Chimeric fragments//Biotin-Microarrays,20371350|24906430|30455455|27150721|23824327|26061048|24668909|27418678|34031238|24389009|24038734|24857550|35269913|33406413|22102825|26701625,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CEBPB,1051,Luciferase reporter assay//Reporter assay//PAR-CLIP//HITS-CLIP//Microarrays,20598588|27292025|25768906|33406413|24038734|24906430|26701625|34031238|27418678|27150721|17540599|24389009|23313552|23592263,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CEP170,9859,CLASH//HITS-CLIP,23622248|24389009|34031238|30455455|24906430|24038734|35269913|26061048,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CFL1,1072,Proteomics//PAR-CLIP//R-Seq//Biotin-Microarrays//pSILAC,21566225|27292025|24668909|26701625|30670076|23592263|22102825,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CFLAR,8837,PCR array//PAR-CLIP//HITS-CLIP,28097098|27292025|26701625|30455455|24389009|24668909|27150721|22100165,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CHERP,10523,Proteomics//PAR-CLIP//HITS-CLIP//pSILAC,21566225|27292025|24389009|24668909|26701625|25768906|23313552|27150721|30455455|24038734|34031238|23592263|24906430|26061048|23446348,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CIDEA,1149,PCR array,28097098,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CIDEB,27141,PCR array//PAR-CLIP,28097098|22100165,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CKAP5,9793,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC,21566225|24389009|27150721|24906430|35269913|22927820|26061048|34031238|24038734|33406413|30455455|26701625|23592263|23313552|27292025|24398324|23824327|22291592,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CLIC5,53405,HITS-CLIP//PAR-CLIP,23824327|22927820|22100165,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CLOCK,9575,Microarray//qRT-PCR//HITS-CLIP//PAR-CLIP,22815788|35269913|27292025|24906430|23024010|23592263|27150721|24389009|30742093|26061048|26962949|24038734|22473208|26701625|33406413|24668909|30455455|22291592,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CLTB,1212,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC,21566225|24389009|35269913|26701625|27418678|27292025|24038734,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CMAS,55907,Proteomics//HITS-CLIP//pSILAC,21566225|27150721,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CMPK1,51727,Proteomics//PAR-CLIP//pSILAC//Microarrays//HITS-CLIP,21566225|23446348|22102825|17540599|24389009|20371350|22100165,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CNOT4,4850,PAR-CLIP//HITS-CLIP//Microarrays,23592263|21572407|20371350|27292025|27150721|26061048|24389009|22291592|24668909|26701625|22100165|22102825|25768906|23446348|35269913|24398324,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,COPZ1,22818,PAR-CLIP//HITS-CLIP,23592263|22927820|24906430|26701625|27150721|24389009|27292025|24668909|30742093|23313552|26061048,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CORO1B,57175,Proteomics//pSILAC//HITS-CLIP//PAR-CLIP,21566225|26061048|26701625|24906430|27150721|27292025|34031238|30455455|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CPEB3,22849,HITS-CLIP//PAR-CLIP,23824327|27418678|24389009|23313552|24906430|35269913|30455455|22291592|34031238|22100165|23592263|27150721|33406413|24038734|22927820|22473208,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CPT2,1376,Proteomics//Other//HITS-CLIP//pSILAC//PAR-CLIP,21566225|14697198|27418678|24038734|22927820|34031238|30455455|22100165|24668909,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CRABP2,1382,PAR-CLIP//HITS-CLIP,26701625|27292025|24906430|23313552,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CRADD,8738,PCR array//HITS-CLIP,28097098|24374217,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CRYAA,1409,Proteomics//pSILAC,21566225,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CRYBG1,202,Microarray//qRT-PCR//PAR-CLIP//HITS-CLIP//Biotin-Microarrays//R-Seq//Microarrays,22815788|22291592|24389009|26701625|26061048|24906430|35269913|34031238|27150721|24038734|22102825|30670076|17540599|27418678|22100165|33406413,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CSE1L,1434,CLASH//HITS-CLIP//PAR-CLIP//Biotin-Microarrays,23622248|24389009|24668909|26701625|27150721|22100165|26061048|24038734|27292025|22291592|22102825|24906430|23313552,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CSF1R,1436,Luciferase reporter assay//qRT-PCR//HITS-CLIP//Luciferase Reporter Assay,24198819|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CTIF,9811,PAR-CLIP//HITS-CLIP,22100165|24389009|34031238|24038734|30455455|35269913|24906430|27150721|33406413|26701625|27418678|23313552,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CTNNB1,1499,Proteomics//westernblotting//qrt-pcr//HITS-CLIP//PAR-CLIP//pSILAC//Luciferase Reporter Assay,21566225|33740991|24038734|24906430|24389009|26061048|35269913|27292025|33406413|31101765|26701625|24668909|30455455|22927820|22291592|27150721|24374217|22100165|23313552|27418678|26226348|23024010|23592263|23824327|22012620|22421157,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CTTN,2017,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC,21566225|33406413|24389009|24906430|27150721|27292025|26061048|24038734|22291592|35269913,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CXCL10,3627,Microarrays//qRT-PCR,37986224|31766503|33229509,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CXCL11,6373,Biotin-Microarrays//Luciferase reporter assay//Western blotting//Microarray//qRT-PCR//Flow cytometry//ELISA,37986224|33229509|22102825,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CXCL9,4283,Proteomics//HITS-CLIP,21566225|23024010,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CXCR3,2833,Luciferase reporter assay//Western blotting//Microarray//qRT-PCR//Flow cytometry//ELISA,33229509,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CYB5B,80777,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC//Biotin-Microarrays//R-Seq//Microarrays,21566225|24389009|27150721|22291592|23313552|27292025|23592263|24906430|22102825|30670076|24668909|26701625|26061048,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CYBB,1536,Western blot//Biotin-Microarrays//HITS-CLIP,24393844|22102825|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CYCS,54205,PCR array//HITS-CLIP//Microarrays,28097098|24389009|26061048|27150721|22102825|27418678|23313552,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CYP51A1,1595,Proteomics//pSILAC//HITS-CLIP//PAR-CLIP,21566225|24389009|27150721|24906430|25768906|26602609|33406413|35269913|23592263|22927820|26061048|23313552|26701625|27292025|31101765,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CYTH1,9267,CLASH//PAR-CLIP//HITS-CLIP//R-Seq//Biotin-Microarrays,23622248|24668909|24389009|30670076|26701625|27292025|22102825|26061048|22291592,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,CYTH3,9265,PAR-CLIP//HITS-CLIP,23592263|26061048|23313552|26701625|24389009|27150721,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,Crtc1,382056,ELISA//Immunoprecipitaion//Luciferase reporter assay//Microarray//Next Generation Sequencing (NGS)//qRT-PCR//Western blot,27869139,Breast cancerous tissues
