ID,Accession,Target,TargetID,Experiment,Literature,Tissue
hsa-let-7b-5p,MIMAT0000063,CSNK1D,1453,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,CSNK2A1,1457,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,CTBP2,1488,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,CTCF,10664,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,CTHRC1,115908,Luciferase reporter assay//qRT-PCR//Western blot,25510669,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,CTPS1,1503,HITS-CLIP//Proteomics,18668040|23313552,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,CTR9,9646,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,CUL1,8454,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,CUL2,8453,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,CUL3,8452,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,CUX1,1523,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,CXCL8,3576,PAR-CLIP,26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,CYP1A2,1544,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,CYP2J2,1573,Luciferase reporter assay//qRT-PCR//Western blot,22761738,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,CYSTM1,84418,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DAB2IP,153090,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DBNDD2,55861,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DBNL,28988,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DCAF7,10238,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DCD,117159,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DCTD,1635,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DCTPP1,79077,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DDX10,1662,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DDX17,10521,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DDX18,8886,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DDX20,11218,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DDX21,9188,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DDX28,55794,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DDX41,51428,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DDX49,54555,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DEDD,9191,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DENND4B,9909,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DENR,8562,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DFFA,1676,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DHTKD1,55526,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DHX16,8449,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DHX33,56919,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DHX57,90957,CLASH//Proteomics//pSILAC,18668040|23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DHX9,1660,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DIABLO,56616,PAR-CLIP,23446348|20371350,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DIAPH1,1729,CLASH//Proteomics,18668040|23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DICER1,23405,Immunoblot,18812516,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DISC1,27185,PAR-CLIP,23592263|26701625|27292025,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DLAT,1737,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DLC1,10395,Microarray,17699775,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DMD,1756,Microarray,17699775,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DNA2,1763,PAR-CLIP,23446348,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DNAAF5,54919,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DNAH9,1770,HITS-CLIP,23706177,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DNAJC1,64215,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DNAJC11,55735,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DNAJC28,54943,HITS-CLIP,23313552,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DNAJC8,22826,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DNAL1,83544,PAR-CLIP,21572407|27292025,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DNM3,26052,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DNMBP,23268,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DOCK5,80005,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DPF2,5977,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DPYSL5,56896,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DRAXIN,374946,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DRG2,1819,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DSG2,1829,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DSP,1832,CLASH//Proteomics//pSILAC,18668040|23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DTX3L,151636,HITS-CLIP,23706177,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DUSP1,1843,PAR-CLIP,21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DUSP12,11266,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DUSP23,54935,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DVL3,1857,PAR-CLIP,23446348,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DYNC1H1,1778,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DYRK3,8444,PAR-CLIP,26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,DZIP1,22873,Microarray,17699775,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,E2F2,1870,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,27520092,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,E2F3,1871,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,E2F5,1875,Microarray,17699775,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,E2F6,1876,Microarray//PAR-CLIP,17699775|20371350,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,E2F7,144455,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EAF1,85403,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ECHDC1,55862,PAR-CLIP,21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EDEM3,80267,HITS-CLIP//Proteomics//pSILAC,18668040|23313552,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EDN1,1906,PAR-CLIP,23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EEF1A1,1915,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EEF1E1,9521,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EEF2,1938,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EFCAB14,9813,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EFHD2,79180,PAR-CLIP,23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EHD4,30844,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EIF2AK1,27102,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EIF2B3,8891,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EIF2C3,192669,Microarray//Other,17699775,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EIF3C,8663,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EIF3D,8664,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EIF4A1,1973,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EIF4A2,1974,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EIF4A3,9775,HITS-CLIP,23706177,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EIF4G2,1982,PAR-CLIP//Proteomics,18668040|23592263|21572407|27292025,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ELK4,2005,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ELMOD2,255520,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ELOVL1,64834,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EMC6,83460,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EMILIN2,84034,HITS-CLIP//PAR-CLIP,20371350|23706177,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ENG,2022,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ENTPD4,9583,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ENTPD6,955,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EP300,2033,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EPB41L3,23136,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EPHA4,2043,PAR-CLIP,21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ERAP2,64167,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ERC1,23085,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ERCC1,2067,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ERGIC2,51290,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ERGIC3,51614,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ERO1A,30001,PAR-CLIP//Proteomics,18668040|26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ERO1L,30001,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ESPL1,9700,PAR-CLIP,23446348|21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ETFA,2108,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,EZH2,2146,qRT-PCR//Western blot,25611389,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,F2,2147,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FADS2,9415,CLASH//Proteomics//pSILAC,18668040|23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FAM104A,84923,PAR-CLIP,20371350,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FAM105A,54491,HITS-CLIP//PAR-CLIP//Proteomics//pSILAC,18668040|23592263|23446348|23706177,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FAM126A,84668,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FAM131A,131408,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FAM136A,84908,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FAM178A,55719,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FAM203A,51236,pSILAC//Other,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FAM213A,84293,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FAM222B,55731,PAR-CLIP,21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FAM43A,131583,PAR-CLIP,23592263|20371350,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FAM49B,51571,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FAM57A,79850,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FAM83G,644815,PAR-CLIP,23592263|24398324,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FAM84B,157638,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FAM96A,84191,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FANCD2,2177,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FARP1,10160,Microarray,17699775,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FBXL20,84961,PAR-CLIP,21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FBXW2,26190,CLASH//PAR-CLIP,23622248|23446348|20371350,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FEN1,2237,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FGFRL1,53834,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FIGN,55137,HITS-CLIP//PAR-CLIP,23446348|21572407|20371350|23706177,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FLAD1,80308,CLASH//Proteomics,18668040|23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FLII,2314,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FLNA,2316,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FMNL3,91010,PAR-CLIP,22100165,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FMO4,2329,HITS-CLIP,23824327,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FNDC3A,22862,PAR-CLIP//Proteomics//pSILAC,18668040|23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FNDC9,408263,PAR-CLIP,26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FOXK1,221937,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FOXRED1,55572,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FOXRED2,80020,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FPR1,2357,HITS-CLIP,23313552,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FSTL1,11167,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FTO,79068,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FUT10,84750,PAR-CLIP,23592263|26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FXN,2395,PAR-CLIP,23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FXR2,9513,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,FZD9,8326,PAR-CLIP,23446348|21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GABPB1,2553,HITS-CLIP//PAR-CLIP,23592263|23313552,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GABPB2,126626,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GALNT11,63917,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GALNT2,2590,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GAPDH,2597,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GAPVD1,26130,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GATA6,2627,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GATC,283459,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GATM,2628,PAR-CLIP,26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GBF1,8729,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GCN1,10985,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GCN1L1,10985,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GDE1,51573,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GDF11,10220,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GDPD5,81544,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GEMIN5,25929,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GEMIN7,79760,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GFM2,84340,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GGA3,23163,PAR-CLIP,24398324,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GGCT,79017,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GGPS1,9453,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GLB1,2720,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GLO1,2739,PAR-CLIP//Proteomics,18668040|23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GLTPD1,80772,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GLTSCR2,29997,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GNAS,2778,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GNB1,2782,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GNG5,2787,PAR-CLIP,20371350|27292025,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GOLGA4,2803,PAR-CLIP,20371350,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GPAT4,137964,PAR-CLIP,26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GPATCH1,55094,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GPATCH4,54865,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GPHN,10243,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GPI,2821,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GPM6B,2824,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GPR56,9289,pSILAC//Proteomics;Other,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GPX7,2882,Microarray,17699775,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GRPEL2,134266,CLASH//PAR-CLIP//Proteomics//pSILAC,18668040|23622248|23592263|24398324|23446348|21572407|20371350|26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GSG2,83903,PAR-CLIP//HITS-CLIP,23706177|20371350|21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GSK3A,2931,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GSPT1,2935,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GSR,2936,CLASH//Proteomics,18668040|23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GTF2I,2969,Microarray,17699775,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GTF3C1,2975,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GTF3C4,9329,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GTPBP3,84705,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GYG1,2992,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GYS1,2997,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GYS2,2998,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,GZF1,64412,Microarray,17699775,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HADHA,3030,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HAND1,9421,CLASH//PAR-CLIP,23622248|21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HARS,3035,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HAS2,3037,Luciferase reporter assay//Western blotting//qRT-PCR//Flow cytometry//HITS-CLIP//PAR-CLIP,31736114|24038734|27292025,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HASPIN,83903,HITS-CLIP//PAR-CLIP,21572407|20371350|23706177,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HAUS6,54801,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HCFC1,3054,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HEATR2,54919,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HELLS,3070,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HERPUD1,9709,HITS-CLIP//PAR-CLIP,23592263|23706177,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HES1,3280,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HGH1,51236,pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HGS,9146,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HIF1A,3091,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HIPK1,204851,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HIST1H1C,3006,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HIST1H2BD,3017,PAR-CLIP,24398324|23446348,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HIST1H2BK,85236,PAR-CLIP,23592263|27292025,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HIST1H3B,8358,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HK1,3098,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HMGA1,3159,CLASH//HITS-CLIP//Luciferase reporter assay//Microarray//PAR-CLIP//Proteomics//pSILAC//qRT-PCR//Western blot,18668040|23622248|23798998|23592263|23313552,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HMGA2,8091,HITS-CLIP//Immunohistochemistry//Luciferase reporter assay//Microarray//PAR-CLIP//qRT-PCR//QRTPCR//Western blot,17437991|23482325|23318420|20371350|21572407|25600877|26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HMGB1,3146,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HMGCS1,3157,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HNRNPDL,9987,qRT-PCR,17942906,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HNRNPF,3185,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HNRNPL,3191,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HNRNPUL1,11100,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HNRPDL,9987,qRT-PCR//Other,17942906,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HOXD11,3237,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HRAS,3265,Immunoblot//qRT-PCR//Western blot,21252116,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HS2ST1,9653,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HSF2,3298,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HSP90AA1,3320,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HSPA1B,3304,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HSPA8,3312,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HTT,3064,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,HUWE1,10075,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,IARS2,55699,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,IBA57,200205,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ICOSLG,23308,PAR-CLIP,23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,IDI1,3422,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,IFIT5,24138,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,IFNB1,3456,ELISA//Luciferase reporter assay//qRT-PCR,20130213,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,IFNLR1,163702,PAR-CLIP,23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,IFRD1,3475,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,IGDCC4,57722,PAR-CLIP,23446348|21572407|20371350|26701625,Breast cancerous tissues
